path,pitch,energy,duration,label
/content/output/train/Angry/OAF_wire_angry.wav,348.2024478911495,0.0025946163,1.5955625,Angry
/content/output/train/Angry/1087_MTI_ANG_XX.wav,182.10339719248486,0.0010363503,2.3023125,Angry
/content/output/train/Angry/1034_ITS_ANG_XX.wav,188.40832270545005,0.0055720974,2.602625,Angry
/content/output/train/Angry/1066_MTI_ANG_XX.wav,215.6212718436041,0.016577838,2.102125,Angry
/content/output/train/Angry/1019_IWW_ANG_XX.wav,212.30995372822585,0.0029345332,2.402375,Angry
/content/output/train/Angry/1080_TIE_ANG_XX.wav,180.80675076875488,0.003216466,3.1364375,Angry
/content/output/train/Angry/1004_TSI_ANG_XX.wav,231.2686273023899,0.0011030907,2.369,Angry
/content/output/train/Angry/03-01-05-01-01-01-06.wav,254.38157811412958,3.689768e-05,3.7704375,Angry
/content/output/train/Angry/1050_WSI_ANG_XX.wav,268.9699045768693,0.04597419,2.602625,Angry
/content/output/train/Angry/1023_IEO_ANG_HI.wav,307.7600270269293,0.065469965,2.035375,Angry
/content/output/train/Angry/1090_WSI_ANG_XX.wav,168.18286027518553,0.0014837115,2.902875,Angry
/content/output/train/Angry/1041_IEO_ANG_LO.wav,161.32550968160828,0.00036065045,1.8018125,Angry
/content/output/train/Angry/1058_IOM_ANG_XX.wav,250.62557032671276,0.00237215,2.43575,Angry
/content/output/train/Angry/03-01-05-02-02-01-14.wav,256.8026675237014,0.007260082,4.170875,Angry
/content/output/train/Angry/1078_MTI_ANG_XX.wav,261.53225487825415,0.0041614263,2.6359375,Angry
/content/output/train/Angry/1071_TSI_ANG_XX.wav,202.12296047470446,0.002625052,2.902875,Angry
/content/output/train/Angry/1046_TIE_ANG_XX.wav,255.17415450840448,0.0022745002,2.2755625,Angry
/content/output/train/Angry/03-02-05-02-01-01-06.wav,372.975535007774,0.0028414538,4.5045,Angry
/content/output/train/Angry/YAF_shack_angry.wav,291.5928100823766,0.004640255,2.035,Angry
/content/output/train/Angry/YAF_kill_angry.wav,289.12144223409865,0.0023521725,2.012,Angry
/content/output/train/Angry/n06.wav,251.52938428621388,5.539995e-05,3.292375,Angry
/content/output/train/Angry/1086_MTI_ANG_XX.wav,182.2502626189085,0.0017305916,2.7026875,Angry
/content/output/train/Angry/1042_IEO_ANG_LO.wav,163.72371420129215,0.0032217058,1.7016875,Angry
/content/output/train/Angry/1070_IWW_ANG_XX.wav,201.46383311028572,0.01206346,2.56925,Angry
/content/output/train/Angry/1066_TIE_ANG_XX.wav,155.53861023357072,0.0028181241,2.5025,Angry
/content/output/train/Angry/OAF_shack_angry.wav,360.6901511603141,0.0010414752,1.4904375,Angry
/content/output/train/Angry/OAF_note_angry.wav,364.98518201788863,0.0026250689,1.427375,Angry
/content/output/train/Angry/1054_IEO_ANG_MD.wav,239.56448213968727,0.0009747149,1.901875,Angry
/content/output/train/Angry/1004_IWW_ANG_XX.wav,186.1493465380768,0.0006231137,2.369,Angry
/content/output/train/Angry/03-02-05-01-02-02-08.wav,279.09054675435334,0.00089129625,4.57125,Angry
/content/output/train/Angry/1049_TIE_ANG_XX.wav,259.9897306955196,0.009199153,2.6693125,Angry
/content/output/train/Angry/1028_IWL_ANG_XX.wav,282.59723853955916,0.0063685807,2.7026875,Angry
/content/output/train/Angry/1038_WSI_ANG_XX.wav,276.32649810716566,0.01126814,2.93625,Angry
/content/output/train/Angry/YAF_thought_angry.wav,267.6643157575636,0.004631977,2.1391875,Angry
/content/output/train/Angry/03-01-05-02-02-01-08.wav,230.52805828808505,0.0014317842,3.603625,Angry
/content/output/train/Angry/h02.wav,260.73736588131317,0.00026511296,2.4034375,Angry
/content/output/train/Angry/OAF_thought_angry.wav,372.2497669466339,0.0014752761,1.506875,Angry
/content/output/train/Angry/OAF_mood_angry.wav,345.48859189565064,0.0019823972,1.5651875,Angry
/content/output/train/Angry/03-01-05-01-01-01-21.wav,184.58432661451877,0.0022687365,4.1375,Angry
/content/output/train/Angry/YAF_hit_angry.wav,290.7623553773648,0.005670507,2.117,Angry
/content/output/train/Angry/1060_IEO_ANG_HI.wav,272.1483414953304,0.017476495,2.469125,Angry
/content/output/train/Angry/1080_IOM_ANG_XX.wav,204.75911117934058,0.015589804,2.7360625,Angry
/content/output/train/Angry/OAF_moon_angry.wav,383.9320279529251,0.0016851452,1.5068125,Angry
